id,二元成立,是否成立,案件大類型,案件細節類型,主席,調解人,調解次數,調解人數,have_other,調解天數,收件年,收件月,收件日,結案年,結案月,結案日,收件星期,結案星期,收件分鐘,結案分鐘,死,賠償,糾紛,male_sum,male_mean,聲請人_sum,對造人_sum,法定代理人_sum,委任代理人_sum,公司代表人_sum,age_mean,age_median,age_min,age_max,party_count,age_missing_rate,city_missing_rate,city_mode,money_sum,money_mean,money_first,money_last,調解人過去經手數,調解人過去成功數,調解人過去成功率,案件分類
9800147,0,當事人不到場,A.民事,其他,390000000000000.0,323000000000000.0,1.0,3,0,1.0,2009,3,78,2009.0,3.0,78.0,3,3.0,648.0,900.0,0,1,0,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,,,,,3.0,1.0,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800150,1,成立,B.刑事,交通事故,390000000000000.0,385000000000000.0,2.0,5,1,34.0,2009,3,78,2009.0,5.0,125.0,3,1.0,1189.0,870.0,0,0,1,3.0,0.6,1.0,2.0,2.0,0.0,0.0,37.0,47.0,16.0,51.0,5.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800151,0,當事人不到場,A.民事,交通事故,390000000000000.0,,2.0,3,0,17.0,2009,3,82,2009.0,4.0,104.0,0,1.0,530.0,930.0,0,1,0,2.0,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,43.66666666666666,50.0,22.0,59.0,3.0,0.0,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
9800152,0,聲請人撤回,B.刑事,交通事故,390000000000000.0,304000000000000.0,1.0,3,0,7.0,2009,3,82,2009.0,3.0,90.0,0,1.0,535.0,900.0,0,0,1,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,48.0,48.0,44.0,52.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800153,0,當事人不到場,A.民事,其他,390000000000000.0,,2.0,2,0,19.0,2009,3,82,2009.0,4.0,106.0,0,3.0,539.0,900.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,43.0,34.0,52.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,債務
9800154,0,聲請人撤回,B.刑事,交通事故,390000000000000.0,,2.0,3,0,29.0,2009,3,78,2009.0,4.0,118.0,3,1.0,572.0,870.0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,3.0,0.6666666666666666,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
9800157,1,成立,B.刑事,交通事故,390000000000000.0,385000000000000.0,6.0,3,1,53.0,2009,3,86,2009.0,6.0,160.0,4,1.0,874.0,840.0,0,0,1,2.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,60.66666666666666,62.0,54.0,66.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,車禍
9800158,0,當事人不到場,A.民事,契約/債務,390000000000000.0,323000000000000.0,1.0,2,0,5.0,2009,3,86,2009.0,4.0,92.0,4,3.0,941.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,46.0,46.0,33.0,59.0,2.0,0.0,0.0,台南,120800.0,120800.0,120800.0,120800.0,1.0,0.0,0.0,債務
9800159,0,不成立,B.刑事,人身/侵權,390000000000000.0,323000000000000.0,2.0,3,0,40.0,2009,3,86,2009.0,5.0,141.0,4,3.0,977.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.0,40.0,29.0,51.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800161,0,不成立,A.民事,家事,390000000000000.0,390000000000000.0,1.0,2,0,10.0,2009,3,79,2009.0,4.0,92.0,4,3.0,1038.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,74.5,74.5,72.0,77.0,2.0,0.0,0.0,台南,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,,債務
9800162,0,聲請人撤回,B.刑事,交通事故,390000000000000.0,390000000000000.0,1.0,5,1,5.0,2009,3,86,2009.0,4.0,92.0,4,3.0,1054.0,960.0,0,0,1,3.0,0.6,1.0,2.0,1.0,1.0,0.0,50.333333333333336,60.0,31.0,60.0,5.0,0.4,0.2,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800163,1,成立,B.刑事,交通事故,390000000000000.0,390000000000000.0,1.0,5,1,15.0,2009,3,79,2009.0,4.0,99.0,4,3.0,604.0,870.0,0,0,1,1.0,0.25,1.0,2.0,1.0,1.0,0.0,28.75,26.5,19.0,43.0,4.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800164,0,不成立,B.刑事,其他,390000000000000.0,3.85e+19,1.0,2,0,7.0,2009,3,88,2009.0,4.0,97.0,6,1.0,676.0,870.0,0,0,0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,37.5,37.5,35.0,40.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,贍養
9800165,0,不成立,B.刑事,交通事故,390000000000000.0,372000000000000.0,2.0,2,0,24.0,2009,3,88,2009.0,4.0,120.0,6,3.0,685.0,900.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800166,0,當事人不到場,B.刑事,人身/侵權,390000000000000.0,3.85e+19,1.0,2,0,7.0,2009,3,88,2009.0,4.0,97.0,6,1.0,690.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,傷害
9800167,1,成立,B.刑事,人身/侵權,390000000000000.0,304000000000000.0,1.0,6,1,2.0,2009,3,88,2009.0,3.0,90.0,6,1.0,704.0,990.0,0,0,1,3.0,0.6,1.0,1.0,2.0,1.0,0.0,37.4,45.0,19.0,54.0,5.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,傷害
9800168,1,成立,B.刑事,交通事故,390000000000000.0,3.85e+19,1.0,3,0,7.0,2009,3,88,2009.0,4.0,97.0,6,1.0,714.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,1.0,0.0,39.0,39.0,37.0,41.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800169,1,成立,B.刑事,交通事故,390000000000000.0,264000000000000.0,1.0,3,0,10.0,2009,3,86,2009.0,4.0,99.0,4,3.0,600.0,900.0,0,0,1,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,29.666666666666668,21.0,20.0,48.0,3.0,0.0,0.0,高雄,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800170,0,不成立,B.刑事,人身/侵權,390000000000000.0,341000000000000.0,1.0,6,1,9.0,2009,3,88,2009.0,4.0,99.0,6,3.0,775.0,870.0,0,0,1,2.0,0.3333333333333333,1.0,3.0,2.0,0.0,0.0,37.0,45.0,16.0,50.0,6.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,傷害
9800171,0,不成立,A.民事,契約/債務,390000000000000.0,265000000000000.0,1.0,3,0,11.0,2009,3,85,2009.0,4.0,99.0,3,3.0,795.0,870.0,0,0,1,2.0,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,60.0,57.0,53.0,70.0,3.0,0.0,0.3333333333333333,台南,300000.0,300000.0,300000.0,300000.0,0.0,0.0,,買賣租賃
9800172,1,成立,B.刑事,交通事故,390000000000000.0,277000000000000.0,3.0,3,1,34.0,2009,3,88,2009.0,5.0,134.0,6,3.0,797.0,840.0,0,0,1,1.0,0.25,2.0,1.0,1.0,0.0,0.0,49.5,57.5,19.0,64.0,4.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800173,0,當事人不到場,A.民事,契約/債務,390000000000000.0,341000000000000.0,1.0,5,0,13.0,2009,3,83,2009.0,4.0,99.0,1,3.0,827.0,900.0,0,0,1,1.0,0.1666666666666666,2.0,4.0,0.0,1.0,0.0,37.0,37.0,35.0,39.0,6.0,0.6666666666666666,0.1666666666666666,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,債務
9800174,0,聲請人撤回,B.刑事,交通事故,390000000000000.0,3.85e+19,1.0,3,0,9.0,2009,4,92,2009.0,4.0,104.0,3,1.0,702.0,900.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,38.5,38.5,34.0,43.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800175,1,成立,A.民事,人身/侵權,390000000000000.0,304000000000000.0,1.0,3,1,9.0,2009,4,92,2009.0,4.0,104.0,3,1.0,979.0,900.0,0,0,1,2.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,67.33333333333333,77.0,47.0,78.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,土地建物
9800176,1,成立,B.刑事,交通事故,390000000000000.0,341000000000000.0,3.0,5,1,35.0,2009,4,93,2009.0,5.0,141.0,4,3.0,820.0,900.0,0,0,1,4.0,0.8,1.0,2.0,2.0,1.0,0.0,40.0,43.0,19.0,50.0,5.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800178,0,不成立,A.民事,其他,390000000000000.0,264000000000000.0,1.0,2,0,10.0,2009,4,93,2009.0,4.0,106.0,4,3.0,948.0,870.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,56.5,56.5,49.0,64.0,2.0,0.0,0.0,台南,600000.0,200000.0,200000.0,200000.0,0.0,0.0,,債務
9800179,1,成立,B.刑事,人身/侵權,390000000000000.0,3.85e+19,1.0,2,0,8.0,2009,4,93,2009.0,4.0,104.0,4,1.0,963.0,830.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,54.5,54.5,52.0,57.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,傷害
9800180,0,不成立,B.刑事,交通事故,390000000000000.0,,2.0,3,0,18.0,2009,4,93,2009.0,4.0,118.0,4,1.0,974.0,900.0,0,0,1,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,28.33333333333333,24.0,20.0,41.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
9800181,1,成立,A.民事,其他,390000000000000.0,,1.0,2,0,9.0,2009,4,96,2009.0,4.0,106.0,0,3.0,469.0,870.0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.5,23.5,23.0,24.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,,,,感情
9800182,0,當事人不到場,A.民事,家事,390000000000000.0,323000000000000.0,1.0,2,0,9.0,2009,4,96,2009.0,4.0,106.0,0,3.0,488.0,900.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,贍養
9800183,0,不成立,B.刑事,交通事故,390000000000000.0,296000000000000.0,2.0,2,0,62.0,2009,4,96,2009.0,6.0,181.0,0,1.0,501.0,900.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.5,52.5,50.0,55.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800184,0,不成立,B.刑事,交通事故,390000000000000.0,304000000000000.0,1.0,3,1,9.0,2009,4,96,2009.0,4.0,106.0,0,3.0,519.0,870.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,,,,,3.0,1.0,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,車禍
9800185,0,不成立,A.民事,其他,390000000000000.0,265000000000000.0,1.0,3,0,15.0,2009,4,93,2009.0,4.0,113.0,4,3.0,660.0,900.0,0,0,1,1.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,3.0,0.6666666666666666,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,勞資
9800186,1,成立,B.刑事,交通事故,390000000000000.0,385000000000000.0,1.0,4,1,14.0,2009,3,78,2009.0,4.0,97.0,3,1.0,1189.0,830.0,0,0,1,2.0,0.5,1.0,2.0,1.0,1.0,0.0,34.25,34.5,17.0,51.0,4.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800189,1,成立,B.刑事,交通事故,390000000000000.0,341000000000000.0,2.0,4,0,18.0,2009,4,100,2009.0,5.0,125.0,4,1.0,600.0,840.0,0,0,1,4.0,1.0,1.0,3.0,0.0,1.0,0.0,43.25,44.5,20.0,64.0,4.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,車禍
9800190,1,成立,B.刑事,交通事故,390000000000000.0,277000000000000.0,2.0,5,1,36.0,2009,4,92,2009.0,5.0,141.0,3,3.0,1000.0,900.0,0,0,1,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,41.66666666666666,39.0,38.0,48.0,3.0,0.0,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800191,0,當事人不到場,B.刑事,交通事故,390000000000000.0,277000000000000.0,1.0,2,0,15.0,2009,4,93,2009.0,4.0,113.0,4,3.0,600.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,49.0,49.0,49.0,49.0,2.0,0.5,0.0,台北,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,車禍
9800192,0,當事人不到場,A.民事,契約/債務,390000000000000.0,277000000000000.0,1.0,2,0,14.0,2009,4,96,2009.0,4.0,113.0,0,3.0,868.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,51.5,51.5,46.0,57.0,2.0,0.0,0.0,台南,1400000.0,700000.0,1200000.0,200000.0,0.0,0.0,,債務
9800193,0,當事人不到場,A.民事,不動產/租賃,390000000000000.0,385000000000000.0,1.0,2,0,14.0,2009,4,99,2009.0,4.0,118.0,3,1.0,891.0,855.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,44.0,44.0,44.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,買賣租賃
9800194,0,不成立,B.刑事,交通事故,390000000000000.0,385000000000000.0,1.0,3,1,13.0,2009,4,100,2009.0,4.0,118.0,4,1.0,906.0,830.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,44.5,44.5,41.0,48.0,3.0,0.3333333333333333,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,3.0,3.0,1.0,車禍
9800195,1,成立,A.民事,交通事故,390000000000000.0,265000000000000.0,2.0,6,1,26.0,2009,4,99,2009.0,5.0,134.0,3,3.0,922.0,870.0,0,1,0,2.0,0.2857142857142857,5.0,1.0,1.0,1.0,0.0,43.71428571428572,47.0,18.0,80.0,7.0,0.0,0.1428571428571428,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800196,1,成立,B.刑事,交通事故,390000000000000.0,341000000000000.0,1.0,2,0,17.0,2009,4,98,2009.0,4.0,120.0,2,3.0,581.0,870.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,34.0,24.0,44.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800197,0,聲請人撤回,A.民事,其他,390000000000000.0,323000000000000.0,2.0,4,1,18.0,2009,4,104,2009.0,5.0,127.0,1,3.0,660.0,900.0,0,1,0,2.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,35.5,35.5,31.0,40.0,3.0,0.3333333333333333,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,3.0,0.0,0.0,傷害
9800198,0,不成立,A.民事,契約/債務,390000000000000.0,341000000000000.0,1.0,4,1,1.0,2009,4,105,2009.0,4.0,105.0,2,2.0,838.0,840.0,0,0,1,1.0,0.25,1.0,2.0,0.0,1.0,0.0,38.0,38.0,38.0,38.0,4.0,0.75,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,債務
9800199,0,不成立,B.刑事,其他,390000000000000.0,3.85e+19,1.0,2,0,8.0,2009,4,107,2009.0,4.0,118.0,4,1.0,513.0,930.0,0,1,0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,2.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,感情
9800200,1,成立,B.刑事,交通事故,390000000000000.0,341000000000000.0,2.0,8,1,18.0,2009,4,107,2009.0,5.0,132.0,4,1.0,569.0,600.0,0,0,1,1.0,0.1666666666666666,2.0,2.0,2.0,1.0,0.0,31.666666666666668,31.0,18.0,46.0,6.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,3.0,3.0,1.0,車禍
9800201,1,成立,B.刑事,交通事故,390000000000000.0,304000000000000.0,1.0,5,0,13.0,2009,4,107,2009.0,5.0,125.0,4,1.0,597.0,870.0,0,0,1,3.0,0.75,2.0,2.0,0.0,0.0,0.0,55.25,58.5,31.0,73.0,4.0,0.0,0.25,台南,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,車禍
9800202,0,不成立,A.民事,人身/侵權,390000000000000.0,264000000000000.0,1.0,2,0,10.0,2009,4,107,2009.0,4.0,120.0,4,3.0,599.0,900.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,傷害
9800203,1,成立,B.刑事,交通事故,390000000000000.0,3.85e+19,2.0,2,0,17.0,2009,4,107,2009.0,5.0,131.0,4,0.0,612.0,600.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,50.0,48.0,52.0,2.0,0.0,1.0,,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.5,車禍
9800204,0,當事人不到場,A.民事,家事,390000000000000.0,,1.0,2,0,10.0,2009,4,107,2009.0,4.0,120.0,4,3.0,631.0,900.0,0,0,0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,59.0,59.0,47.0,71.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,贍養
9800205,0,不成立,B.刑事,人身/侵權,390000000000000.0,3.85e+19,1.0,2,0,8.0,2009,4,107,2009.0,4.0,118.0,4,1.0,664.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,37.5,37.5,34.0,41.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.5,傷害
9800206,0,不成立,A.民事,人身/侵權,390000000000000.0,304000000000000.0,1.0,2,0,13.0,2009,4,107,2009.0,5.0,125.0,4,1.0,818.0,930.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,3.0,1.0,0.333333333,土地建物
9800207,1,成立,B.刑事,交通事故,390000000000000.0,3.85e+19,3.0,4,1,115.0,2009,4,107,2009.0,9.0,267.0,4,3.0,821.0,930.0,0,0,1,2.0,0.5,2.0,1.0,1.0,0.0,0.0,51.0,48.0,38.0,67.0,4.0,0.25,0.5,台南,-1.0,-1.0,-1.0,-1.0,3.0,2.0,0.666666667,車禍
9800208,0,當事人不到場,A.民事,契約/債務,390000000000000.0,304000000000000.0,1.0,4,0,17.0,2009,4,103,2009.0,5.0,125.0,0,1.0,660.0,900.0,0,0,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,43.0,43.0,15.0,71.0,4.0,0.5,0.0,台南,990000.0,495000.0,140000.0,850000.0,1.0,1.0,1.0,詐欺
9800209,0,當事人不到場,A.民事,家事,390000000000000.0,304000000000000.0,1.0,3,1,17.0,2009,4,103,2009.0,5.0,125.0,0,1.0,660.0,900.0,0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,43.0,15.0,71.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.5,贍養
9800210,0,不成立,B.刑事,其他,390000000000000.0,3.85e+19,2.0,4,1,16.0,2009,4,111,2009.0,5.0,132.0,1,1.0,482.0,900.0,0,0,0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,67.0,67.0,66.0,68.0,4.0,0.5,0.25,台南,1700000.0,1700000.0,1700000.0,1700000.0,0.0,0.0,,債務
9800211,1,成立,B.刑事,交通事故,390000000000000.0,372000000000000.0,1.0,3,0,14.0,2009,4,106,2009.0,5.0,125.0,3,1.0,545.0,900.0,0,0,1,1.0,0.3333333333333333,1.0,2.0,0.0,1.0,0.0,29.666666666666668,24.0,21.0,44.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,車禍
9800213,0,當事人不到場,B.刑事,人身/侵權,,,1.0,2,0,13.0,2009,4,107,2009.0,5.0,125.0,4,1.0,632.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
9800214,1,成立,A.民事,其他,390000000000000.0,277000000000000.0,2.0,2,0,23.0,2009,4,114,2009.0,5.0,146.0,4,1.0,501.0,920.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,46.5,46.5,34.0,59.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,傷害
9800215,0,當事人不到場,B.刑事,交通事故,390000000000000.0,264000000000000.0,3.0,5,1,42.0,2009,4,110,2009.0,6.0,167.0,0,1.0,809.0,900.0,0,0,1,2.0,0.4,2.0,1.0,2.0,0.0,0.0,37.0,45.0,17.0,49.0,5.0,0.4,0.0,台南,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,車禍
9800216,0,當事人不到場,B.刑事,交通事故,390000000000000.0,385000000000000.0,2.0,4,0,33.0,2009,4,107,2009.0,6.0,153.0,4,1.0,690.0,900.0,0,0,1,1.0,0.25,2.0,2.0,0.0,1.0,0.0,39.5,39.5,29.0,50.0,4.0,0.5,0.0,台南,38000.0,12666.666666666666,19000.0,9000.0,4.0,3.0,0.75,車禍
9800217,0,當事人不到場,B.刑事,交通事故,390000000000000.0,277000000000000.0,1.0,2,0,9.0,2009,4,117,2009.0,5.0,127.0,0,3.0,830.0,900.0,0,1,0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,51.0,51.0,25.0,77.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,3.0,2.0,0.666666667,車禍
9800218,1,成立,A.民事,家事,390000000000000.0,304000000000000.0,1.0,3,0,2.0,2009,4,114,2009.0,4.0,117.0,4,0.0,714.0,540.0,0,0,1,2.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,10.333333333333334,4.0,3.0,24.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,4.0,1.0,0.25,贍養
9800219,0,不成立,A.民事,人身/侵權,390000000000000.0,341000000000000.0,1.0,2,0,14.0,2009,4,113,2009.0,5.0,132.0,3,1.0,892.0,870.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,土地建物
9800220,1,成立,B.刑事,交通事故,390000000000000.0,304000000000000.0,1.0,3,0,12.0,2009,4,117,2009.0,5.0,132.0,0,1.0,918.0,870.0,0,0,1,2.0,0.6666666666666666,1.0,2.0,0.0,1.0,0.0,39.333333333333336,45.0,20.0,53.0,3.0,0.0,0.0,高雄,-1.0,-1.0,-1.0,-1.0,3.0,1.0,0.333333333,車禍
9800221,0,當事人不到場,A.民事,不動產/租賃,390000000000000.0,3.85e+19,1.0,2,0,13.0,2009,4,114,2009.0,5.0,132.0,4,1.0,685.0,870.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,2.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,買賣租賃
9800222,1,成立,B.刑事,交通事故,390000000000000.0,264000000000000.0,2.0,2,0,37.0,2009,4,112,2009.0,6.0,162.0,2,3.0,966.0,870.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,65.5,65.5,65.0,66.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.5,車禍
9800223,0,不成立,B.刑事,交通事故,390000000000000.0,323000000000000.0,2.0,3,0,123.0,2009,4,118,2009.0,10.0,288.0,1,3.0,942.0,870.0,0,0,1,2.0,0.6666666666666666,2.0,1.0,0.0,1.0,0.0,46.66666666666666,53.0,22.0,65.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800224,1,成立,B.刑事,交通事故,390000000000000.0,3.85e+19,1.0,3,0,11.0,2009,4,118,2009.0,5.0,132.0,1,1.0,900.0,870.0,0,0,1,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,41.66666666666666,42.0,41.0,42.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,4.0,3.0,0.75,車禍
9800225,1,成立,B.刑事,交通事故,390000000000000.0,341000000000000.0,1.0,2,0,10.0,2009,4,119,2009.0,5.0,132.0,2,1.0,589.0,900.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,31.0,35.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,車禍
9800226,1,成立,B.刑事,交通事故,390000000000000.0,264000000000000.0,1.0,3,0,12.0,2009,4,119,2009.0,5.0,134.0,2,3.0,667.0,840.0,0,0,1,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,39.333333333333336,44.0,24.0,50.0,3.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,3.0,2.0,0.666666667,車禍
9800227,1,成立,B.刑事,人身/侵權,390000000000000.0,3.85e+19,1.0,6,1,10.0,2009,4,119,2009.0,5.0,132.0,2,1.0,996.0,900.0,0,0,1,2.0,0.5,1.0,1.0,2.0,0.0,0.0,31.25,31.0,15.0,48.0,4.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,3.0,1.0,0.333333333,傷害
9800228,1,成立,B.刑事,交通事故,390000000000000.0,265000000000000.0,1.0,5,1,11.0,2009,4,120,2009.0,5.0,134.0,3,3.0,592.0,870.0,0,0,1,3.0,0.6,2.0,1.0,2.0,0.0,0.0,33.2,40.0,16.0,48.0,5.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,車禍
9800229,0,不成立,B.刑事,交通事故,390000000000000.0,372000000000000.0,1.0,2,0,14.0,2009,4,120,2009.0,5.0,139.0,3,1.0,695.0,870.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.5,車禍
