id,二元成立,是否成立,案件大類型,案件細節類型,主席,調解人,調解次數,調解人數,have_other,調解天數,收件年,收件月,收件日,結案年,結案月,結案日,收件星期,結案星期,收件分鐘,結案分鐘,死,賠償,糾紛,male_sum,male_mean,聲請人_sum,對造人_sum,法定代理人_sum,委任代理人_sum,公司代表人_sum,age_mean,age_median,age_min,age_max,party_count,age_missing_rate,city_missing_rate,city_mode,money_sum,money_mean,money_first,money_last,調解人過去經手數,調解人過去成功數,調解人過去成功率,案件分類
10300695,0,不成立,B.刑事,交通事故,385000000000000.0,,2.0,4,1,57.0,2014,10,295,2015.0,1.0,8.0,2,3.0,808.0,860.0,0,0,1,1.0,0.25,2.0,1.0,0.0,1.0,0.0,54.5,54.5,51.0,58.0,4.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300696,1,成立,B.刑事,交通事故,385000000000000.0,206000000000000.0,1.0,2,0,19.0,2014,10,293,2014.0,11.0,317.0,0,3.0,812.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,67.0,56.0,0.835820896,車禍
10300697,1,成立,B.刑事,交通事故,385000000000000.0,341000000000000.0,1.0,2,0,19.0,2014,10,293,2014.0,11.0,317.0,0,3.0,816.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,61.0,61.0,61.0,61.0,2.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,208.0,151.0,0.725961538,車禍
10300698,1,成立,B.刑事,交通事故,385000000000000.0,304000000000000.0,2.0,2,0,28.0,2014,10,290,2014.0,11.0,329.0,4,1.0,819.0,840.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,185.0,139.0,0.751351351,車禍
10300699,1,成立,B.刑事,交通事故,385000000000000.0,371000000000000.0,1.0,2,0,12.0,2014,10,295,2014.0,11.0,310.0,2,3.0,824.0,880.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,38.0,38.0,38.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,103.0,89.0,0.86407767,車禍
10300700,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,3,1,16.0,2014,10,294,2014.0,11.0,315.0,1,1.0,827.0,860.0,0,0,1,1.0,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,77.0,77.0,77.0,77.0,3.0,0.6666666666666666,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300701,0,不成立,B.刑事,交通事故,385000000000000.0,371000000000000.0,2.0,3,0,32.0,2014,10,295,2014.0,12.0,338.0,2,3.0,867.0,860.0,0,0,1,1.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,3.0,0.6666666666666666,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,104.0,90.0,0.865384615,車禍
10300702,0,不成立,A.民事,人身/侵權,385000000000000.0,244000000000000.0,2.0,6,1,45.0,2014,10,297,2014.0,12.0,359.0,4,3.0,665.0,930.0,0,0,0,1.0,0.2,2.0,2.0,1.0,0.0,0.0,63.5,63.5,58.0,69.0,5.0,0.6,0.8,台南,6000.0,6000.0,6000.0,6000.0,4.0,4.0,1.0,醫療
10300703,0,當事人不到場,B.刑事,其他,385000000000000.0,,1.0,2,0,19.0,2014,10,294,2014.0,11.0,318.0,1,4.0,821.0,560.0,0,0,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,43.0,42.0,44.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,買賣租賃
10300704,0,不成立,A.民事,其他,385000000000000.0,,1.0,4,0,22.0,2014,10,293,2014.0,11.0,322.0,0,1.0,825.0,860.0,0,1,0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,56.5,56.5,53.0,60.0,3.0,0.3333333333333333,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,,,,醫療
10300705,1,成立,B.刑事,交通事故,385000000000000.0,277000000000000.0,2.0,2,0,24.0,2014,10,294,2014.0,11.0,325.0,1,4.0,829.0,560.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,164.0,124.0,0.756097561,車禍
10300706,1,成立,B.刑事,交通事故,385000000000000.0,3.85e+19,1.0,6,1,21.0,2014,10,294,2014.0,11.0,322.0,1,1.0,832.0,860.0,0,0,1,2.0,0.5,1.0,1.0,2.0,0.0,0.0,37.66666666666666,46.0,18.0,49.0,4.0,0.25,0.75,台南,-1.0,-1.0,-1.0,-1.0,151.0,108.0,0.715231788,車禍
10300707,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,2,0,19.0,2014,10,296,2014.0,11.0,322.0,3,1.0,834.0,860.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,1.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300709,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,1.0,2,0,10.0,2014,10,297,2014.0,11.0,310.0,4,3.0,992.0,900.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300710,1,成立,B.刑事,交通事故,385000000000000.0,385000000000000.0,2.0,3,1,27.0,2014,10,300,2014.0,12.0,336.0,0,1.0,870.0,930.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,45.0,45.0,35.0,55.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,253.0,183.0,0.723320158,車禍
10300711,1,成立,A.民事,人身/侵權,385000000000000.0,385000000000000.0,2.0,3,0,16.0,2014,10,301,2014.0,11.0,322.0,1,1.0,548.0,880.0,0,0,1,2.0,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,3.0,0.3333333333333333,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,77.0,30.0,0.38961039,土地建物
10300712,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,2,0,13.0,2014,10,302,2014.0,11.0,318.0,2,4.0,491.0,580.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300713,0,不成立,B.刑事,交通事故,385000000000000.0,277000000000000.0,2.0,6,1,61.0,2014,10,290,2015.0,1.0,9.0,4,4.0,495.0,560.0,0,0,1,2.0,0.5,1.0,2.0,1.0,0.0,0.0,35.25,40.0,7.0,54.0,4.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,162.0,123.0,0.759259259,車禍
10300714,1,成立,B.刑事,交通事故,385000000000000.0,372000000000000.0,1.0,2,0,23.0,2014,10,290,2014.0,11.0,322.0,4,1.0,500.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,46.0,46.0,46.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,107.0,78.0,0.728971963,車禍
10300715,1,成立,B.刑事,交通事故,385000000000000.0,385000000000000.0,1.0,2,0,13.0,2014,10,302,2014.0,11.0,318.0,2,4.0,502.0,560.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,254.0,184.0,0.724409449,車禍
10300716,0,當事人不到場,A.民事,其他,385000000000000.0,,1.0,5,0,14.0,2014,10,303,2014.0,11.0,322.0,3,1.0,505.0,860.0,0,0,1,2.0,0.5,3.0,1.0,0.0,0.0,0.0,34.0,24.0,22.0,56.0,4.0,0.25,0.5,台南,350000.0,350000.0,350000.0,350000.0,,,,買賣租賃
10300717,0,不成立,A.民事,其他,385000000000000.0,206000000000000.0,1.0,2,0,15.0,2014,10,304,2014.0,11.0,324.0,4,3.0,826.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,14.0,4.0,0.285714286,土地建物
10300718,0,不成立,A.民事,其他,385000000000000.0,245000000000000.0,1.0,4,1,16.0,2014,10,304,2014.0,11.0,325.0,4,4.0,831.0,560.0,0,0,1,1.0,0.2,1.0,3.0,0.0,1.0,0.0,65.0,65.0,65.0,65.0,5.0,0.8,0.0,台南,-1.0,-1.0,-1.0,-1.0,13.0,8.0,0.615384615,侵入竊盜
10300719,0,不成立,A.民事,家事,385000000000000.0,3.85e+19,1.0,2,0,14.0,2014,10,303,2014.0,11.0,322.0,3,1.0,835.0,930.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,29.0,12.0,0.413793103,贍養
10300720,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,2,0,19.0,2014,10,300,2014.0,11.0,324.0,0,3.0,867.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300721,0,不成立,A.民事,其他,385000000000000.0,,1.0,2,0,57.0,2014,11,307,2015.0,1.0,20.0,0,1.0,505.0,860.0,0,1,0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,買賣租賃
10300722,0,當事人不到場,A.民事,不動產/租賃,385000000000000.0,,1.0,4,1,16.0,2014,11,308,2014.0,11.0,329.0,1,1.0,508.0,860.0,0,0,0,1.0,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,53.0,53.0,53.0,53.0,3.0,0.6666666666666666,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,土地建物
10300723,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,4.0,2,0,156.0,2014,11,308,2015.0,6.0,160.0,1,1.0,515.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300724,0,不成立,B.刑事,交通事故,385000000000000.0,,4.0,5,1,11.0,2014,11,308,2014.0,11.0,322.0,1,1.0,518.0,860.0,0,0,1,2.0,0.4,2.0,1.0,1.0,1.0,0.0,37.75,43.0,9.0,56.0,5.0,0.2,0.2,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300725,1,成立,B.刑事,交通事故,385000000000000.0,371000000000000.0,1.0,2,0,14.0,2014,11,307,2014.0,11.0,324.0,0,3.0,525.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,2.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,105.0,90.0,0.857142857,車禍
10300726,1,成立,B.刑事,交通事故,385000000000000.0,341000000000000.0,1.0,3,0,10.0,2014,11,309,2014.0,11.0,322.0,2,1.0,643.0,930.0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,31.0,31.0,30.0,32.0,3.0,0.3333333333333333,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,209.0,152.0,0.727272727,車禍
10300727,0,不成立,A.民事,契約/債務,385000000000000.0,341000000000000.0,2.0,3,0,32.0,2014,11,309,2014.0,12.0,352.0,2,3.0,999.0,930.0,0,0,1,1.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,64.0,64.0,64.0,64.0,3.0,0.6666666666666666,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,34.0,13.0,0.382352941,買賣租賃
10300728,1,成立,B.刑事,交通事故,385000000000000.0,354000000000000.0,1.0,5,1,24.0,2014,10,293,2014.0,11.0,324.0,0,3.0,629.0,860.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,54.0,54.0,54.0,54.0,3.0,0.6666666666666666,0.6666666666666666,台南,-1.0,-1.0,-1.0,-1.0,115.0,88.0,0.765217391,車禍
10300729,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,1.0,4,1,13.0,2014,11,309,2014.0,11.0,325.0,2,4.0,634.0,560.0,0,0,1,2.0,0.5,1.0,1.0,1.0,1.0,0.0,44.5,44.5,31.0,58.0,4.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300730,1,成立,B.刑事,交通事故,385000000000000.0,385000000000000.0,1.0,2,0,5.0,2014,11,321,2014.0,11.0,325.0,0,4.0,844.0,560.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,256.0,186.0,0.7265625,車禍
10300731,1,成立,B.刑事,交通事故,385000000000000.0,341000000000000.0,1.0,5,1,15.0,2014,11,309,2014.0,11.0,329.0,2,1.0,641.0,860.0,0,0,1,3.0,0.6,1.0,1.0,2.0,1.0,0.0,56.25,56.5,48.0,64.0,5.0,0.2,0.0,台南,-1.0,-1.0,-1.0,-1.0,210.0,153.0,0.728571429,車禍
10300732,1,成立,B.刑事,交通事故,385000000000000.0,304000000000000.0,2.0,7,1,16.0,2014,11,310,2014.0,11.0,331.0,3,3.0,700.0,660.0,0,0,1,3.0,0.6,2.0,2.0,1.0,0.0,0.0,40.5,44.5,19.0,54.0,5.0,0.2,0.0,台南,-1.0,-1.0,-1.0,-1.0,187.0,141.0,0.754010695,車禍
10300733,0,不成立,A.民事,其他,385000000000000.0,,1.0,4,1,14.0,2014,11,310,2014.0,11.0,329.0,3,1.0,830.0,860.0,0,1,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,69.0,69.0,69.0,69.0,3.0,0.6666666666666666,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,,,,醫療
10300734,0,當事人不到場,A.民事,其他,385000000000000.0,,1.0,2,0,12.0,2014,11,314,2014.0,11.0,329.0,0,1.0,720.0,860.0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,傷害
10300735,1,成立,B.刑事,交通事故,385000000000000.0,3.85e+19,1.0,3,1,13.0,2014,11,311,2014.0,11.0,329.0,4,1.0,679.0,860.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,57.0,57.0,52.0,62.0,3.0,0.3333333333333333,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,153.0,110.0,0.718954248,車禍
10300736,0,當事人不到場,B.刑事,交通事故,385000000000000.0,341000000000000.0,2.0,3,0,18.0,2014,11,311,2014.0,12.0,336.0,4,1.0,682.0,840.0,0,0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,3.0,0.6666666666666666,0.0,台南,-1.0,-1.0,-1.0,-1.0,211.0,154.0,0.72985782,車禍
10300737,0,不成立,A.民事,人身/侵權,385000000000000.0,,2.0,8,1,31.0,2014,11,315,2014.0,12.0,357.0,1,1.0,690.0,860.0,0,0,0,1.0,0.1428571428571428,1.0,2.0,1.0,2.0,0.0,55.333333333333336,56.0,49.0,61.0,7.0,0.5714285714285714,0.1428571428571428,台南,-1.0,-1.0,-1.0,-1.0,,,,安寧
10300738,1,成立,A.民事,人身/侵權,385000000000000.0,222000000000000.0,2.0,4,1,13.0,2014,11,311,2014.0,11.0,329.0,4,1.0,696.0,900.0,0,0,1,1.0,0.25,1.0,2.0,1.0,0.0,0.0,58.0,58.0,58.0,58.0,4.0,0.75,0.0,台南,-1.0,-1.0,-1.0,-1.0,14.0,4.0,0.285714286,土地建物
10300739,1,成立,A.民事,交通事故,385000000000000.0,3.85e+19,1.0,2,0,17.0,2014,11,314,2014.0,12.0,336.0,0,1.0,700.0,860.0,0,1,0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,29.0,29.0,25.0,33.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,7.0,3.0,0.428571429,車禍
10300740,0,當事人不到場,A.民事,其他,385000000000000.0,,1.0,3,1,22.0,2014,11,310,2014.0,12.0,339.0,3,4.0,704.0,560.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,53.5,53.5,44.0,63.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,買賣租賃
10300741,1,成立,B.刑事,人身/侵權,385000000000000.0,3.85e+19,1.0,4,0,1.0,2014,11,315,2014.0,11.0,315.0,1,1.0,950.0,900.0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,3.0,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,25.0,12.0,0.48,毀損
10300743,1,成立,B.刑事,交通事故,385000000000000.0,277000000000000.0,1.0,2,0,7.0,2014,11,316,2014.0,11.0,324.0,2,3.0,903.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,2.0,0.5,0.5,台南,-1.0,-1.0,-1.0,-1.0,165.0,125.0,0.757575758,車禍
10300744,1,成立,B.刑事,交通事故,385000000000000.0,341000000000000.0,1.0,3,1,10.0,2014,11,311,2014.0,11.0,324.0,4,3.0,895.0,900.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,42.5,42.5,40.0,45.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,212.0,154.0,0.726415094,車禍
10300745,1,成立,B.刑事,人身/侵權,385000000000000.0,277000000000000.0,1.0,4,1,8.0,2014,11,316,2014.0,11.0,325.0,2,4.0,932.0,580.0,0,0,1,1.0,0.25,1.0,1.0,2.0,0.0,0.0,36.75,41.0,18.0,47.0,4.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,10.0,7.0,0.7,車禍
10300746,1,成立,B.刑事,交通事故,385000000000000.0,245000000000000.0,1.0,4,1,15.0,2014,11,307,2014.0,11.0,325.0,0,4.0,830.0,580.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,44.5,44.5,41.0,48.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,53.0,39.0,0.735849057,車禍
10300747,1,成立,B.刑事,交通事故,385000000000000.0,245000000000000.0,1.0,3,1,11.0,2014,11,311,2014.0,11.0,325.0,4,4.0,505.0,580.0,0,0,1,1.0,0.25,1.0,2.0,0.0,1.0,0.0,32.666666666666664,24.0,22.0,52.0,4.0,0.25,0.0,台南,-1.0,-1.0,-1.0,-1.0,54.0,40.0,0.740740741,車禍
10300748,0,當事人不到場,B.刑事,人身/侵權,,,1.0,5,1,5.0,2014,11,318,2014.0,11.0,324.0,4,3.0,694.0,900.0,0,0,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,33.0,33.0,33.0,33.0,3.0,0.6666666666666666,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,誹謗
10300749,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,1.0,2,0,19.0,2014,11,315,2014.0,12.0,339.0,1,4.0,725.0,560.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,69.0,69.0,69.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300750,0,不成立,B.刑事,交通事故,385000000000000.0,,3.0,6,1,87.0,2014,11,316,2015.0,3.0,71.0,2,3.0,870.0,860.0,0,0,1,1.0,0.2,1.0,1.0,2.0,1.0,0.0,46.333333333333336,48.0,18.0,73.0,5.0,0.4,0.2,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300751,1,成立,B.刑事,交通事故,385000000000000.0,372000000000000.0,1.0,3,1,14.0,2014,11,317,2014.0,12.0,336.0,3,1.0,667.0,860.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,37.5,37.5,26.0,49.0,3.0,0.3333333333333333,0.3333333333333333,台南,-1.0,-1.0,-1.0,-1.0,109.0,80.0,0.733944954,車禍
10300752,1,成立,B.刑事,交通事故,385000000000000.0,341000000000000.0,1.0,7,1,14.0,2014,11,317,2014.0,12.0,336.0,3,1.0,677.0,860.0,0,0,1,1.0,0.25,1.0,1.0,1.0,1.0,0.0,30.33333333333333,29.0,19.0,43.0,4.0,0.25,0.5,台南,-1.0,-1.0,-1.0,-1.0,213.0,155.0,0.727699531,車禍
10300753,1,成立,B.刑事,交通事故,385000000000000.0,277000000000000.0,1.0,2,0,16.0,2014,11,318,2014.0,12.0,339.0,4,4.0,590.0,560.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,166.0,126.0,0.759036145,車禍
10300754,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,2,0,8.0,2014,12,346,2014.0,12.0,357.0,4,1.0,956.0,900.0,0,0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,26.0,34.0,2.0,0.0,0.5,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300755,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,2.0,5,1,12.0,2014,11,321,2014.0,12.0,336.0,0,1.0,844.0,900.0,0,0,1,0.0,0.0,1.0,2.0,0.0,1.0,0.0,29.33333333333333,24.0,16.0,48.0,4.0,0.25,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300756,1,成立,B.刑事,交通事故,385000000000000.0,385000000000000.0,1.0,3,1,12.0,2014,11,321,2014.0,12.0,336.0,0,1.0,848.0,900.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,37.5,37.5,35.0,40.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,257.0,187.0,0.727626459,車禍
10300757,1,成立,B.刑事,交通事故,385000000000000.0,304000000000000.0,2.0,4,0,14.0,2014,11,321,2014.0,12.0,338.0,0,3.0,850.0,480.0,0,0,1,2.0,0.5,1.0,3.0,0.0,1.0,0.0,59.333333333333336,57.0,49.0,72.0,4.0,0.25,0.75,台南,-1.0,-1.0,-1.0,-1.0,188.0,142.0,0.755319149,車禍
10300758,0,當事人不到場,B.刑事,人身/侵權,385000000000000.0,,2.0,2,0,27.0,2014,11,321,2014.0,12.0,357.0,0,1.0,852.0,900.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,73.0,73.0,73.0,73.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,毀損
10300759,1,成立,B.刑事,交通事故,385000000000000.0,264000000000000.0,1.0,2,0,14.0,2014,11,321,2014.0,12.0,338.0,0,3.0,856.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,70.0,50.0,0.714285714,車禍
10300760,0,不成立,B.刑事,交通事故,385000000000000.0,244000000000000.0,3.0,6,1,102.0,2014,11,323,2015.0,4.0,99.0,2,3.0,720.0,860.0,0,0,1,2.0,0.5,1.0,1.0,1.0,1.0,0.0,41.333333333333336,42.0,26.0,56.0,4.0,0.25,0.5,台北,-1.0,-1.0,-1.0,-1.0,30.0,27.0,0.9,車禍
10300761,1,成立,B.刑事,交通事故,385000000000000.0,264000000000000.0,1.0,2,0,16.0,2014,11,317,2014.0,12.0,338.0,3,3.0,557.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,26.0,26.0,26.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,69.0,49.0,0.710144928,車禍
10300762,1,成立,B.刑事,交通事故,385000000000000.0,244000000000000.0,2.0,2,0,27.0,2014,11,316,2014.0,12.0,352.0,2,3.0,572.0,930.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,29.0,26.0,0.896551724,車禍
10300763,0,不成立,A.民事,家事,385000000000000.0,,1.0,5,0,13.0,2014,11,322,2014.0,12.0,338.0,1,3.0,574.0,860.0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,3.0,0.6666666666666666,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,贍養
10300764,1,成立,B.刑事,交通事故,385000000000000.0,354000000000000.0,1.0,2,0,13.0,2014,11,322,2014.0,12.0,338.0,1,3.0,580.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,61.0,61.0,61.0,61.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,116.0,89.0,0.767241379,車禍
10300765,0,聲請人撤回,B.刑事,交通事故,385000000000000.0,,1.0,2,0,16.0,2014,11,322,2014.0,12.0,343.0,1,1.0,583.0,860.0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,2.0,0.5,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300766,0,不成立,B.刑事,交通事故,385000000000000.0,,2.0,3,0,46.0,2014,11,322,2015.0,1.0,20.0,1,1.0,586.0,880.0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,3.0,1.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300767,0,當事人不到場,B.刑事,其他,385000000000000.0,,1.0,3,1,17.0,2014,11,323,2014.0,12.0,345.0,2,3.0,588.0,860.0,0,0,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,22.0,22.0,22.0,22.0,3.0,0.6666666666666666,0.0,新北,-1.0,-1.0,-1.0,-1.0,,,,智慧財產
10300768,0,不成立,B.刑事,人身/侵權,385000000000000.0,,1.0,2,0,18.0,2014,11,318,2014.0,12.0,343.0,4,1.0,592.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,38.5,38.5,20.0,57.0,2.0,0.0,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300769,0,不成立,A.民事,不動產/租賃,385000000000000.0,,2.0,10,1,25.0,2014,11,323,2014.0,12.0,357.0,2,1.0,596.0,860.0,0,0,1,1.0,0.125,2.0,3.0,1.0,1.0,0.0,58.0,58.0,58.0,58.0,8.0,0.875,0.375,台南,-1.0,-1.0,-1.0,-1.0,,,,買賣租賃
10300770,0,不成立,B.刑事,交通事故,385000000000000.0,,1.0,3,1,17.0,2014,11,321,2014.0,12.0,343.0,0,1.0,481.0,860.0,0,0,1,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,41.5,41.5,38.0,45.0,3.0,0.3333333333333333,0.0,台南,-1.0,-1.0,-1.0,-1.0,,,,車禍
10300771,0,當事人不到場,A.民事,其他,385000000000000.0,,2.0,2,0,30.0,2014,11,323,2014.0,12.0,364.0,2,1.0,494.0,860.0,0,0,1,1.0,0.5,1.0,1.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,2.0,0.5,0.5,台南,260000.0,130000.0,130000.0,130000.0,,,,債務
